,name,gender,origin,meaning
CLARENCE,CLARENCE,['m'],['English'],From the Latin title Clarensis which belonged to members of the British royal family. The title ultimately derives from the name of the town of Clare in Suffolk. As a given name it has been in use since the 19th century.
CLARETTA,CLARETTA,['f'],['Italian'],Diminutive of CLARA.
CLARETTE,CLARETTE,['f'],['English (Rare)'],Diminutive of CLARA.
CLARIBEL,CLARIBEL,['f'],['English'],Combination of CLARA and the popular name suffix bel. This name was used by Edmund Spenser in his poem 'The Faerie Queene' (in the form Claribell) and by Shakespeare in his play 'The Tempest' (1611). Alfred Lord Tennyson also wrote a poem entitled 'Claribel' (1830).
CLARICE,CLARICE,['f'],['English'],"Medieval vernacular form of the Late Latin name Claritia, which was a derivative of CLARA."
CLARINDA,CLARINDA,['f'],['English'],Combination of CLARA and the popular name suffix inda. It was first used by Edmund Spenser in his epic poem 'The Faerie Queene' (1590).
CLARISA,CLARISA,['f'],['Spanish'],Spanish variant of CLARISSA.
CLARISSA,CLARISSA,['f'],"['English', 'Italian', 'Portuguese', 'Spanish']",Latinate form of CLARICE. This was the name of the title character in a 1748 novel by Samuel Richardson. In the novel Clarissa is a virtuous woman who is tragically exploited by her family and her lover.
CLARISSE,CLARISSE,['f'],['French'],French form of CLARICE.
CLARITIA,CLARITIA,['f'],['Late Roman'],Possibly a derivative of CLARA.
CLARITY,CLARITY,['f'],['English (Rare)'],"Simply means ""clarity, lucidity"" from the English word, ultimately from Latin clarus ""clear""."
CLARK,CLARK,['m'],['English'],"From an English surname meaning ""cleric"" or ""scribe"", from Old English clerec which originally meant ""priest"". A famous bearer of the surname was William Clark (1770-1838), an explorer of the west of North America. It was also borne by the American actor Clark Gable (1901-1960)."
CLARUS,CLARUS,['m'],['Late Roman'],Masculine Latin form of CLARA. This was the name of several early saints.
CLAUD,CLAUD,['m'],['English'],Variant of CLAUDE.
CLAUDE,CLAUDE,"['m', 'f']","['French', 'English']","French masculine and feminine form of CLAUDIUS. In France the masculine name has been common since the Middle Ages due to the 7th-century Saint Claude of Besançon. It was imported to Britain in the 16th century by the aristocratic Hamilton family, who had French connections. A famous bearer of this name was the French impressionist painter Claude Monet (1840-1926)."
CLAUDETTE,CLAUDETTE,['f'],['French'],French feminine form of CLAUDIUS.
CLAUDIA,CLAUDIA,['f'],"['English', 'German', 'Dutch', 'Italian', 'Spanish', 'Romanian', 'Biblical', 'Ancient Roman']",Feminine form of CLAUDIUS. It is mentioned briefly in the New Testament. As a Christian name it was very rare until the 16th century.
CLAUDIE,CLAUDIE,['f'],['French'],French feminine variant of CLAUDE.
CLAUDINE,CLAUDINE,['f'],['French'],Feminine form of CLAUDIUS.
CLAUDIO,CLAUDIO,['m'],"['Italian', 'Spanish']",Italian and Spanish form of CLAUDIUS.
CLAUDIU,CLAUDIU,['m'],['Romanian'],Romanian form of CLAUDIUS.
CLAUDIUS,CLAUDIUS,['m'],['Ancient Roman'],"From a Roman family name which was possibly derived from Latin claudus meaning ""lame, crippled"". This was the name of a patrician family prominent in Roman politics. The ancestor of the family was said to have been a 6th-century BC Sabine leader named Attius Clausus, who adopted the name Appius Claudius upon becoming a Roman citizen. The family produced several Roman emperors of the 1st century, including the emperor known simply as Claudius. He was poisoned by his wife Agrippina in order to bring her son Nero (Claudius's stepson) to power. The name was later borne by several early saints, including a 7th-century bishop of Besançon."
CLAUS,CLAUS,['m'],"['German', 'Danish']",German short form of NICHOLAS.
CLAY,CLAY,['m'],['English'],From an English surname that originally referred to a person who lived near or worked with clay. This name can also be a short form of CLAYTON.
CLAYTON,CLAYTON,['m'],['English'],"From a surname which was originally derived from various English place names, all meaning ""clay settlement"" in Old English."
CLEDWYN,CLEDWYN,['m'],['Welsh'],"Derived from the Welsh element caled ""rough"" combined with gwyn ""white, fair, blessed""."
CLEENA,CLEENA,['f'],['Irish'],Anglicized form of CLÍODHNA.
CLEISTHENES,CLEISTHENES,['m'],['Ancient Greek (Latinized)'],"Latinized form of the Greek name Κλεισθενης(Kleisthenes), derived from κλεος(kleos) ""glory"" and σθενος(sthenos) ""strength"". This was the name of a 5th-century BC Athenian statesman and reformer. He helped establish democracy in Athens."
CLEITUS,CLEITUS,['m'],['Ancient Greek (Latinized)'],Latinized form of KLEITOS.
CLELIA,CLELIA,['f'],['Italian'],Italian form of CLOELIA.
CLEM,CLEM,['m'],['English'],Short form of CLEMENT.
CLEMATIS,CLEMATIS,['f'],['English (Rare)'],"From the English word for a type of flowering vine, ultimately derived from Greek κλημα(klema) ""twig, branch""."
CLEMENCE,CLEMENCE,['f'],['English'],"Feminine form of Clementius (see CLEMENT). It has been in use since the Middle Ages, though it became rare after the 17th century."
CLEMENCY,CLEMENCY,['f'],['English (Rare)'],"Medieval variant of CLEMENCE. It can also simply mean ""clemency, mercy"" from the English word, ultimately from Latin clemens ""merciful""."
CLEMENS,CLEMENS,['m'],"['German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Late Roman']","Original Latin form of CLEMENT, as well as the German, Dutch and Scandinavian form."
CLEMENT,CLEMENT,['m'],['English'],"English form of the Late Latin name Clemens (or sometimes of its derivative Clementius) which meant ""merciful, gentle"". This was the name of 14 popes, including Saint Clement I, the third pope, one of the Apostolic Fathers. Another saint by this name was Clement of Alexandria, a 3rd-century theologian and church father who attempted to reconcile Christian and Platonic philosophies. It has been in general as a given name in Christian Europe (in various spellings) since early times. In England it became rare after the Protestant Reformation, though it was revived in the 19th century."
CLEMENTE,CLEMENTE,['m'],"['Italian', 'Spanish', 'Portuguese']","Italian, Spanish and Portuguese form of Clemens (see CLEMENT)."
CLEMENTIA,CLEMENTIA,['f'],['Late Roman'],Feminine form of Clemens or Clementius (see CLEMENT).
CLEMENTINA,CLEMENTINA,['f'],"['Italian', 'Spanish', 'Portuguese']",Feminine form of CLEMENT.
CLEMENTIUS,CLEMENTIUS,['m'],['Late Roman'],Derivative of Clemens (see CLEMENT).
CLEO,CLEO,"['f', 'm']",['English'],"Short form of CLEOPATRA, CLEON or CLEOPAS."
CLEON,CLEON,['m'],['Ancient Greek (Latinized)'],"Latinized form of Κλεων(Kleon), a Greek name derived from κλεος(kleos) ""glory""."
CLEOPAS,CLEOPAS,['m'],"['Biblical', 'Biblical Latin']",Shortened form of the Greek name Kleopatros (see CLEOPATRA). In the New Testament Cleopas is a disciple who sees Jesus after his resurrection.
CLEOPATRA,CLEOPATRA,['f'],['Ancient Greek (Latinized)'],"From the Greek name Κλεοπατρα(Kleopatra) which meant ""glory of the father"", derived from κλεος(kleos) ""glory"" combined with πατηρ(pater) ""father"" (genitive πατρος), This was the name of queens of Egypt from the Ptolemaic royal family, including Cleopatra VII, the mistress of both Julius Caesar and Mark Antony. After being defeated by Augustus she committed suicide by allowing herself to be bitten by an asp. Shakespeare's tragedy 'Antony and Cleopatra' (1606) is based on her."
CLEOPHAS,CLEOPHAS,['m'],['Biblical'],Form of CLOPAS used in several versions of the New Testament.
CLETIS,CLETIS,['m'],['English (Rare)'],Variant of CLETUS.
CLETO,CLETO,['m'],"['Italian', 'Spanish', 'Portuguese']",Short form of ANACLETO.
CLETUS,CLETUS,['m'],['English'],"Short form of ANACLETUS. This name is sometimes used to refer to the third pope, Saint Anacletus. It can also function an an Anglicized form of KLEITOS."
CLEVE,CLEVE,['m'],['English'],Short form of CLEVELAND.
CLEVELAND,CLEVELAND,['m'],['English'],"From a surname which was derived from an Old English place name meaning ""hilly land"". This was the surname of American president Grover Cleveland (1837-1908). It is also the name of an American city, which was founded by surveyor Moses Cleaveland (1754-1806)."
CLIFF,CLIFF,['m'],['English'],Short form of CLIFFORD or CLIFTON.
CLIFFORD,CLIFFORD,['m'],['English'],"From a surname which was originally from a place name meaning ""ford by a cliff"" in Old English."
CLIFTON,CLIFTON,['m'],['English'],"From a surname which was originally derived from a place name meaning ""settlement by a cliff"" in Old English."
CLIMACUS,CLIMACUS,['m'],['Late Roman'],Latin form of CLÍMACO.
CLIMENT,CLIMENT,['m'],['Catalan'],Catalan form of Clemens (see CLEMENT).
CLINT,CLINT,['m'],['English'],"Short form of CLINTON. A notable bearer is American actor Clint Eastwood (1930-), who became famous early in his career for his western movies."
CLINTON,CLINTON,['m'],['English'],"From a surname which was originally from an Old English place name meaning ""settlement on the River Glyme"". A famous bearer of the surname was American president Bill Clinton (1946-)."
CLIO,CLIO,['f'],"['Greek Mythology (Latinized)', 'Italian']",Latinized form of KLEIO.
CLISTHENES,CLISTHENES,['m'],['Ancient Greek (Latinized)'],Variant of CLEISTHENES.
CLITUS,CLITUS,['m'],['Ancient Greek (Latinized)'],Latinized form of KLEITOS.
CLIVE,CLIVE,['m'],['English'],"From a surname meaning ""cliff"" in Old English, originally belonging to a person who lived near a cliff."
CLODAGH,CLODAGH,['f'],['Irish'],"From the name of a river in Tipperary, Ireland."
CLODOVICUS,CLODOVICUS,['m'],['Ancient Germanic (Latinized)'],Latinized form of Chlodovech (see LUDWIG).
CLOE,CLOE,['f'],"['Spanish', 'Italian']",Spanish and Italian form of CHLOE.
CLOELIA,CLOELIA,['f'],['Ancient Roman'],"Feminine form of CLOELIUS. In Roman legend Cloelia was a maiden who was given to an Etruscan invader as a hostage. She managed to escape by swimming across the Tiber, at the same time helping some of the other captives to safety."
CLOELIUS,CLOELIUS,['m'],['Ancient Roman'],Roman family name of unknown meaning.
CLOPAS,CLOPAS,['m'],['Biblical'],"Meaning unknown, probably of Aramaic origin. In the New Testament Clopas is mentioned briefly as the husband of one of the women who witnessed the crucifixion, sometimes identified with Alphaeus."
CLOTHILDE,CLOTHILDE,['f'],['French'],Variant of CLOTILDE.
CLOTHILDIS,CLOTHILDIS,['f'],['Ancient Germanic (Latinized)'],Old Germanic form of CLOTILDE.
CLOTHO,CLOTHO,['f'],['Greek Mythology (Latinized)'],Latinized form of KLOTHO.
CLOTILDA,CLOTILDA,['f'],['English'],English form of CLOTILDE.
CLOTILDE,CLOTILDE,['f'],"['French', 'Italian', 'Portuguese', 'Spanish']","French form of the Germanic name Chlotichilda which was composed of the elements hlud ""fame"" and hild ""battle"". Saint Clotilde was the wife of the Frankish king Clovis, whom she converted to Christianity."
CLOVER,CLOVER,['f'],['English (Rare)'],"From the English word for the wild flower, ultimately deriving from Old English clafre."
CLOVIS,CLOVIS,['m'],"['Ancient Germanic (Latinized)', 'French']","Shortened form of Clodovicus, a Latinized form of Chlodovech (see LUDWIG). Clovis was a Frankish king who united France under his rule in the 5th century."
CLOÉ,CLOÉ,['f'],"['Portuguese', 'French']",Portuguese form and French variant of CHLOE.
CLYDE,CLYDE,['m'],['English'],"From the name of the River Clyde in Scotland, which is of unknown origin. It became a common given name in America in the middle of the 19th century, perhaps in honour of Sir Colin Campbell (1792-1863) who was given the title Baron Clyde in 1858."
CLYTEMNESTRA,CLYTEMNESTRA,['f'],['Greek Mythology (Latinized)'],"Latinized form of Greek Κλυταιμνηστρα(Klytaimnestra), from κλυτος(klytos) ""famous, noble"" and μνηστηρ(mnester) ""courter, wooer"". In Greek legend Clytemnestra was the wife of Agamemnon and the mother of Orestes and Electra. While her husband was away during the Trojan War she took a lover, and upon his return she had him murdered. She was subsequently killed by Orestes."
CLYTIA,CLYTIA,['f'],['Greek Mythology (Latinized)'],Latinized form of KLYTIË.
CLÀUDIA,CLÀUDIA,['f'],['Catalan'],Catalan feminine form of CLAUDIUS.
CLÁUDIA,CLÁUDIA,['f'],['Portuguese'],Portuguese feminine form of CLAUDIUS.
CLÁUDIO,CLÁUDIO,['m'],['Portuguese'],Portuguese form of CLAUDIUS.
CLÉMENCE,CLÉMENCE,['f'],['French'],French feminine form of Clementius (see CLEMENT).
CLÉMENT,CLÉMENT,['m'],['French'],French form of Clemens (see CLEMENT).
CLÉMENTINE,CLÉMENTINE,['f'],['French'],French feminine form of CLEMENT.
CLÉO,CLÉO,['f'],['French'],Short form of CLÉOPÂTRE.
CLÉOPÂTRE,CLÉOPÂTRE,['f'],['Ancient Greek (Gallicized)'],French form of CLEOPATRA.
CLÍDNA,CLÍDNA,['f'],['Irish Mythology'],Old Irish form of CLÍODHNA.
CLÍMACO,CLÍMACO,['m'],['Spanish'],"Spanish form of Climacus, derived from Greek κλιμαξ(klimax) ""ladder"". The 7th-century monk Saint John Climacus (also known as John of the Ladder) acquired this name because he wrote a book called 'The Ladder of Divine Ascent'."
CLÍODHNA,CLÍODHNA,['f'],"['Irish', 'Irish Mythology']","Possibly means ""shapely"" in Irish Gaelic. In Irish legend this was the name of a beautiful goddess. She fell in love with a mortal named Ciabhan and left the Land of Promise with him, but when she arrived on the other shore she was swept to sea by a great wave."
CLÍONA,CLÍONA,['f'],['Irish'],Variant of CLÍODHNA.
CNAEUS,CNAEUS,['m'],['Ancient Roman'],Roman variant of GNAEUS.
CNUT,CNUT,['m'],['History'],Variant of KNUT.
COBA,COBA,['f'],['Dutch'],Short form of JACOBA.
COBUS,COBUS,['m'],['Dutch'],Short form of JACOBUS.
COBY,COBY,"['m', 'f']",['English'],Masculine or feminine diminutive of JACOB.
COCHISE,COCHISE,['m'],"['Native American', 'Apache']","From Apache chis meaning ""oak, wood"". This was the name of a 19th-century chief of the Chiricahua Apache."
COCO,COCO,['f'],['Various'],"Diminutive of names beginning with Co, influenced by the word cocoa. However, this was not the case for French fashion designer Coco Chanel (real name Gabrielle), whose nickname came from the name of a song she performed while working as a cabaret singer."
CODIE,CODIE,['m'],['English (Modern)'],Variant of CODY.
CODY,CODY,['m'],"['English', 'Irish']","From the Gaelic surname Ó Cuidighthigh, which means ""descendant of CUIDIGHTHEACH"". A famous bearer of the surname was the American frontiersman and showman Buffalo Bill Cody (1846-1917)."
COEN,COEN,['m'],['Dutch'],Short form of COENRAAD.
COENRAAD,COENRAAD,['m'],['Dutch'],Dutch form of CONRAD.
COEUS,COEUS,['m'],['Greek Mythology (Latinized)'],Latinized form of KOIOS.
COHEN,COHEN,['m'],['English'],"From a common Jewish surname which was derived from Hebrew כֹּהֵן(kohen) meaning ""priest"". This surname was traditionally associated with the hereditary priests who claimed descent from the biblical Aaron."
COILEAN,COILEAN,['m'],['Irish'],Irish form of CAILEAN.
COINNEACH,COINNEACH,['m'],['Scottish'],"Derived from Gaelic caoin ""handsome"". It is often Anglicized as Kenneth."
COKKIE,COKKIE,['f'],['Dutch'],Dutch diminutive of CORNELIA.
COL,COL,['m'],['Medieval English'],Medieval short form of NICHOLAS.
COLA,COLA,['m'],['Anglo-Saxon'],"Old English byname meaning ""charcoal"", originally given to a person with dark features."
COLBERT,COLBERT,['m'],['English'],From an English surname which was derived from a Norman form of the Germanic name COLOBERT.
COLBY,COLBY,['m'],['English'],"From a surname, originally from various English place names, derived from the Old Norse nickname Koli (meaning ""coal, dark"") and býr ""town""."
COLE,COLE,['m'],['English'],From a surname which was originally derived from the Old English byname COLA.
COLEEN,COLEEN,['f'],['English'],Variant of COLLEEN.
COLEMAN,COLEMAN,['m'],"['English', 'Irish']",Variant of COLMÁN.
COLENE,COLENE,['f'],['English (Rare)'],Variant of COLLEEN.
COLETTE,COLETTE,['f'],['French'],Short form of NICOLETTE. Saint Colette was a 15th-century French nun who gave her money to the poor. This was also the pen name of the French author Sidonie-Gabrielle Colette (1873-1954).
COLIN  (1),COLIN  (1),['m'],"['Scottish', 'Irish', 'English']",Anglicized form of CAILEAN or COILEAN.
COLIN  (2),COLIN  (2),['m'],['English'],"Medieval diminutive of Col, a short form of NICHOLAS."
COLINE,COLINE,['f'],['French'],Diminutive of NICOLE.
COLLEEN,COLLEEN,['f'],['English'],"Derived from the Irish word cailín meaning ""girl"". It is not commonly used in Ireland itself, but has been used in America since the early 20th century."
COLLIN,COLLIN,['m'],['English'],Variant of COLIN(2).
COLLYN,COLLYN,['f'],['English (Rare)'],Variant of COLLEEN.
COLM,COLM,['m'],['Irish'],Variant of COLUM.
COLMÁN,COLMÁN,['m'],['Irish'],Diminutive of Colm (see COLUM). This was the name of a large number of Irish saints.
COLOBERT,COLOBERT,['m'],['Ancient Germanic'],"Germanic name composed of the elements col, possibly meaning ""helmet"", and beraht meaning ""bright""."
COLOMBA,COLOMBA,['f'],['Italian'],Italian feminine form of COLUMBA.
COLOMBANO,COLOMBANO,['m'],['Italian'],Italian form of COLUMBANUS.
COLOMBE,COLOMBE,['f'],['French'],French feminine form of COLUMBA.
COLOMBINA,COLOMBINA,['f'],['Italian'],"Italian feminine diminutive of COLUMBA. In traditional Italian pantomimes this is the name of a stock character, the female counterpart of Arlecchino (also called Harlequin). This is also the Italian word for the columbine flower."
COLOMBO,COLOMBO,['m'],['Italian'],Italian form of COLUMBA.
COLTEN,COLTEN,['m'],['English (Modern)'],Variant of COLTON.
COLTON,COLTON,['m'],['English (Modern)'],"From an English surname which was originally from a place name meaning ""COLA's town""."
COLUM,COLUM,['m'],['Irish'],"Irish form of COLUMBA. This is also an Old Irish word meaning ""dove"", derived from Latin columba."
COLUMBA,COLUMBA,"['m', 'f']",['Late Roman'],"Late Latin name meaning ""dove"". The dove is a symbol of the Holy Spirit in Christianity. This was the name of several early saints both masculine and feminine, most notably the 6th-century Irish monk Saint Columba (or Colum) who established a monastery on the island of Iona off the coast of Scotland. He is credited with the conversion of Scotland to Christianity."
COLUMBAN,COLUMBAN,['m'],['Irish'],"Possibly an Irish diminutive of COLUMBA. Alternatively, it may be derived from Old Irish colum ""dove"" and bán ""white"". The 7th-century Saint Columban of Leinster was the founder of several monasteries in Europe."
COLUMBANUS,COLUMBANUS,['m'],['Late Roman'],"This name can be viewed as a derivative of COLUMBA or a Latinized form of COLUMBAN, both derivations being approximately equivalent. This is the name of Saint Columban in Latin sources."
COLUMBINE,COLUMBINE,['f'],['English (Rare)'],"From the name of a variety of flower. It is also an English form of COLOMBINA, the pantomime character."
COLWYN,COLWYN,['m'],['Welsh'],From the name of a river in northern Wales.
COMFORT,COMFORT,['f'],['English (Rare)'],"From the English word comfort, ultimately from Latin confortare ""to strengthen greatly"", a derivative of fortis ""strong"". It was used as a given name after the Protestant Reformation."
COMGAL,COMGAL,['m'],['Irish'],Variant of COMHGHALL.
COMGALL,COMGALL,['m'],['Irish'],Variant of COMHGHALL.
COMGAN,COMGAN,['m'],['Irish'],Anglicized form of COMHGHÁN.
COMHGHALL,COMHGHALL,['m'],['Irish'],"Means ""joint pledge"" from Irish comh ""together"" and gall ""pledge""."
COMHGHÁN,COMHGHÁN,['m'],['Irish'],"Means ""born together"" from Irish comh ""together"" and gan ""born""."
CONALL,CONALL,['m'],"['Irish', 'Scottish', 'Irish Mythology']","Means ""strong wolf"" in Gaelic. This is the name of several characters in Irish legend including the hero Conall Cernach (""Conall of the victories""), a member of the Red Branch of Ulster, who avenged Cúchulainn's death by killing Lugaid."
CONAN,CONAN,['m'],['Irish'],"Means ""little wolf"" or ""little hound"" from Gaelic cú ""wolf, hound"" combined with a diminutive suffix. Sir Arthur Conan Doyle was the author who wrote the Sherlock Holmes mystery stories."
CONCEPCIÓN,CONCEPCIÓN,['f'],['Spanish'],"Means ""conception"" in Spanish. This name is given in reference to the Immaculate Conception of the Virgin Mary. A city in Chile bears this name."
CONCEPTA,CONCEPTA,['f'],['Irish'],Latinate form of CONCEPCIÓN.
CONCETTA,CONCETTA,['f'],['Italian'],Italian cognate of CONCEPCIÓN.
CONCETTINA,CONCETTINA,['f'],['Italian'],Diminutive of CONCETTA.
CONCETTO,CONCETTO,['m'],['Italian'],Masculine form of CONCETTA.
CONCHA,CONCHA,['f'],['Spanish'],"Diminutive of CONCEPCIÓN. This name can also mean ""seashell"" in Spanish."
CONCHITA,CONCHITA,['f'],['Spanish'],Diminutive of CONCHA.
CONCHOBHAR,CONCHOBHAR,['m'],"['Irish', 'Irish Mythology']",Original Irish form of CONOR.
CONCHÚR,CONCHÚR,['m'],"['Irish', 'Irish Mythology']",Modern Irish form of CONCHOBHAR.
CONCORDIA,CONCORDIA,['f'],['Roman Mythology'],"Means ""harmony"" in Latin. This was the name of the Roman goddess of harmony and peace."
CONDOLEEZZA,CONDOLEEZZA,['f'],['Various'],"In the case of American Secretary of State Condoleezza Rice it is derived from the Italian musical term con dolcezza meaning ""with sweetness""."
CONFUCIUS,CONFUCIUS,['m'],['History'],"Anglicized form of the Chinese name Kong Fuzi. The surname 孔(Kong) means ""hole, opening"" and the title 夫子(Fuzi) means ""master"". This was the name of a 6th-century BC Chinese philosopher. His given name was Qiu."
CONLAOCH,CONLAOCH,['m'],['Irish Mythology'],"Possibly derived from Gaelic conn ""chief"" and flaith ""lord"". This was the name of several characters in Irish legend including a son of Cúchulainn who was accidentally killed by his father."
CONLETH,CONLETH,['m'],['Irish'],"Modern form of the old Irish name Conláed, possibly meaning ""chaste fire"" from Gaelic connla ""chaste"" and aodh ""fire"". Saint Conláed was a 5th-century bishop of Kildare."
CONLEY,CONLEY,['m'],['Irish'],Anglicized form of CONLETH.
CONN,CONN,['m'],['Irish'],"Means ""chief"" in Irish Gaelic."
CONNELL,CONNELL,['m'],['English (Rare)'],"From an Irish surname, an Anglicized form of Ó Conaill meaning ""descendant of CONALL""."
CONNER,CONNER,['m'],['English (Modern)'],Variant of CONOR.
CONNIE,CONNIE,"['f', 'm']",['English'],"Diminutive of CONSTANCE and other names beginning with Con. It is occasionally a masculine name, a diminutive of CORNELIUS or CONRAD."
CONNLA,CONNLA,['m'],['Irish Mythology'],Variant of CONLAOCH.
CONNOR,CONNOR,['m'],"['Irish', 'English (Modern)']",Variant of CONOR.
CONOR,CONOR,['m'],"['Irish', 'English', 'Irish Mythology']","Anglicized form of the Gaelic name Conchobhar, derived from Old Irish con ""hound, dog, wolf"" and cobar ""desiring"". It has been in use in Ireland for centuries and was the name of several Irish kings. It was also borne by the legendary Ulster king Conchobar mac Nessa, known for his tragic desire for Deirdre."
CONRAD,CONRAD,['m'],"['English', 'German', 'Ancient Germanic']","Derived from the Germanic elements kuoni ""brave"" and rad ""counsel"". This was the name of a 10th-century saint and bishop of Konstanz, in southern Germany. It was also borne by several medieval German kings and dukes. In England it was occasionally used during the Middle Ages, but has only been common since the 19th century when it was reintroduced from Germany."
CONRADO,CONRADO,['m'],['Spanish'],Spanish form of CONRAD.
CONRÍ,CONRÍ,['m'],['Irish'],"Means ""wolf king"" in Irish Gaelic."
CONSOLATA,CONSOLATA,['f'],['Italian'],"Means ""consoled"" in Italian. It is taken from the title of the Virgin Mary, María Consolata."
CONSTANCE,CONSTANCE,['f'],"['English', 'French']",Medieval form of CONSTANTIA. The Normans introduced this name to England (it was the name of a daughter of William the Conqueror).
CONSTANS,CONSTANS,['m'],['Late Roman'],"Late Latin name meaning ""constant, steadfast"". This was the name of a 4th-century Roman emperor, a son of Constantine the Great."
CONSTANT,CONSTANT,['m'],"['French', 'English (Rare)']","From the Late Latin name CONSTANS. It was also used by the Puritans as a vocabulary name, from the English word constant."
CONSTANTIA,CONSTANTIA,['f'],['Late Roman'],"Feminine form of the Late Latin name Constantius, which was itself derived from CONSTANS."
CONSTANTIJN,CONSTANTIJN,['m'],['Dutch'],Dutch form of Constantinus (see CONSTANTINE).
CONSTANTIN,CONSTANTIN,['m'],"['Romanian', 'French']",Romanian and French form of Constantinus (see CONSTANTINE).
CONSTANTINA,CONSTANTINA,['f'],['Late Roman'],Feminine form of Constantinus (see CONSTANTINE).
CONSTANTINE,CONSTANTINE,['m'],['History'],"From the Latin name Constantinus, a derivative of CONSTANS. Constantine the Great (272-337) was the first Roman emperor to adopt Christianity. He moved the capital of the empire from Rome to Byzantium, which he renamed Constantinople (modern Istanbul)."
CONSTANTINUS,CONSTANTINUS,['m'],['Late Roman'],Latin form of CONSTANTINE.
CONSTANTIUS,CONSTANTIUS,['m'],['Late Roman'],Late Latin name which was a derivative of CONSTANS.
CONSTANZA,CONSTANZA,['f'],['Spanish'],Spanish form of CONSTANTIA.
CONSTANZE,CONSTANZE,['f'],['German'],German form of CONSTANTIA.
CONSTANÇA,CONSTANÇA,['f'],['Portuguese'],Portuguese form of CONSTANTIA.
CONSTANȚA,CONSTANȚA,['f'],['Romanian'],Romanian form of CONSTANTIA.
CONSTÂNCIA,CONSTÂNCIA,['f'],['Portuguese'],Portuguese form of CONSTANTIA.
CONSUELA,CONSUELA,['f'],['Spanish'],Variant of CONSUELO.
CONSUELO,CONSUELO,['f'],['Spanish'],"Means ""consolation"" in Spanish. It is taken from the title of the Virgin Mary, Nuestra Señora del Consuelo, meaning ""Our Lady of Consolation""."
CONSUS,CONSUS,['m'],['Roman Mythology'],"Possibly derived from Latin conserere meaning ""to sow, to plant"". Consus was a Roman god of the harvest and grain."
CONWAY,CONWAY,['m'],['English'],"From a surname which was derived from the name of the River Conwy, which possibly means ""holy water"" in Welsh."
COOPER,COOPER,['m'],['English'],"From a surname meaning ""barrel maker"" in Middle English."
COOS,COOS,['m'],['Dutch'],Diminutive of JACOB.
CORA,CORA,['f'],"['English', 'German', 'Greek Mythology (Latinized)']","Latinized form of KORE. It was not used as a given name in the English-speaking world until after it was employed by James Fenimore Cooper for a character in his novel 'The Last of the Mohicans' (1826). In some cases it may be a short form of CORDULA, CORINNA or other names beginning with a similar sound."
CORAL,CORAL,['f'],"['English', 'Spanish']",From the English and Spanish word coral for the underwater skeletal deposits which can form reefs. It is ultimately derived (via Old French and Latin) from Greek κοραλλιον(korallion).
CORALIE,CORALIE,['f'],['French'],"Either a French form of KORALIA, or a derivative of Latin corallium ""coral"" (see CORAL)."
CORBIN,CORBIN,['m'],['English'],"From a French surname which was derived from corbeau ""raven"", originally denoting a person who had dark hair. The name was probably popularized in America by actor Corbin Bernsen (1954-)."
CORBINIAN,CORBINIAN,['m'],['German (Rare)'],Variant of KORBINIAN.
CORBINIANUS,CORBINIANUS,['m'],['Late Roman'],Latin form of KORBINIAN.
CORD,CORD,['m'],['German'],German contracted form of CONRAD.
CORDELIA,CORDELIA,['f'],['English'],"From Cordeilla, possibly a Celtic name of unknown meaning. According to Geoffrey of Monmouth, Cordeilla was the youngest of the three daughters of King Lear and the only one to remain loyal to her father. When adapting the character for his play 'King Lear' (1606), Shakespeare altered the spelling to Cordelia."
CORDELL,CORDELL,['m'],['English'],"From a surname meaning ""maker of cord"" or ""seller of cord"" in Middle English."
CORDULA,CORDULA,['f'],['German'],"Late Latin name meaning ""heart"" from Latin cor, cordis. Saint Cordula was one of the 4th-century companions of Saint Ursula."
COREEN,COREEN,['f'],['English (Rare)'],Variant of CORINNE.
CORENTIN,CORENTIN,['m'],"['Breton', 'French']","Possibly means ""hurricane"" in Breton. This was the name of a 5th-century bishop of Quimper in Brittany."
CORETTA,CORETTA,['f'],['English'],"Diminutive of CORA. It was borne by Coretta Scott King (1927-2006), the wife of Martin Luther King."
COREY,COREY,['m'],['English'],"From a surname which was derived from the Old Norse given name Kóri, of unknown meaning. This name became popular in the 1960s due to the character Corey Baker on the television series 'Julia'."
CORI,CORI,['f'],['English'],Feminine form of COREY.
CORIANDER,CORIANDER,['f'],['English (Rare)'],"From the name of the spice, also called cilantro, which may ultimately be of Phoenician origin (via Latin and Greek)."
CORIE,CORIE,['f'],['English'],Variant of CORRIE.
CORIN,CORIN,['m'],['French (Rare)'],French form of QUIRINUS.
CORINA,CORINA,['f'],"['English', 'German', 'Romanian']",Variant of CORINNA.
CORINE,CORINE,['f'],['English'],Variant of CORINNE.
CORINNA,CORINNA,['f'],"['German', 'Italian', 'English', 'Ancient Greek (Latinized)']","Latinized form of the Greek name Κοριννα(Korinna), which was derived from κορη(kore) ""maiden"". This was the name of a Greek lyric poet of the 5th century BC. The Roman poet Ovid used it for the main female character in his book 'Amores'. In the modern era it has been in use since the 17th century, when Robert Herrick used it in his poem 'Corinna's going a-Maying'."
CORINNE,CORINNE,['f'],"['French', 'English']",French form of CORINNA. The French-Swiss author Madame de Staël used it for her novel 'Corinne' (1807).
