,name,gender,origin,meaning
TADG,TADG,['m'],"['Irish', 'Scottish']",Old Irish form of TADHG.
TADHG,TADHG,['m'],"['Irish', 'Scottish']","Means ""poet"" in Irish. This was the name of an 11th-century king of Connacht."
TADHGÁN,TADHGÁN,['m'],['Irish'],Diminutive of TADHG.
TADIJA,TADIJA,['m'],"['Croatian', 'Serbian']",Croatian and Serbian form of THADDEUS.
TAEGAN,TAEGAN,"['f', 'm']",['English (Rare)'],Variant of TEAGAN.
TAFADZWA,TAFADZWA,"['m', 'f']","['Southern African', 'Shona']","Means ""we are pleased"" in Shona."
TAFARI,TAFARI,['m'],"['Eastern African', 'Amharic (Rare)']","Possibly means ""he who inspires awe"" in Amharic. This name was borne by Lij Tafari Makonnen (1892-1975), also known as Haile Selassie, the last emperor of Ethiopia. Rastafarians (Ras Tafari meaning ""king Tafari"") revere him as the earthly incarnation of God."
TAFFY,TAFFY,['m'],['Welsh'],Diminutive of DAFYDD.
TAGUHI,TAGUHI,['f'],['Armenian'],"Means ""queen"" in Armenian."
TAGWANIBISAN,TAGWANIBISAN,['f'],"['Native American', 'Algonquin']","Means ""rainbow"" in Alqonguin."
TAHA,TAHA,['m'],['Arabic'],From the Arabic letters ط (called ta) and ه (called ha). These letters begin the 20th chapter of the Qur'an (surah Ta Ha).
TAHIR,TAHIR,['m'],['Arabic'],"Means ""virtuous, pure, chaste"" in Arabic."
TAHIRA,TAHIRA,['f'],['Arabic'],Feminine form of TAHIR.
TAHLIA,TAHLIA,['f'],['English (Australian)'],Variant of TALIA(2).
TAHMASP,TAHMASP,['m'],['Ancient Persian'],"Persian form of the Avestan name Takhmaspa, which was derived from takhma ""strong, brave, valiant"" and aspa ""horse"". This name was borne by two Safavid shahs of Persia."
TAHMID,TAHMID,['m'],['Arabic'],"Means ""praising"" in Arabic."
TAHMURAS,TAHMURAS,['m'],['Persian Mythology'],"Persian form of Avestan Takhma Urupi meaning ""strong body"". Takhma Urupi is a hero from the Avesta who later appears in the 11th-century Persian epic the 'Shahnameh'."
TAHNEE,TAHNEE,['f'],['English (Rare)'],Variant of TAWNY.
TAHVO,TAHVO,['m'],['Finnish'],Finnish form of STEPHEN.
TAHİR,TAHİR,['m'],['Turkish'],Turkish form of TAHIR.
TAHİRE,TAHİRE,['f'],['Turkish'],Turkish feminine form of TAHIR.
TAI,TAI,"['m', 'f']",['Chinese'],"From Chinese 太(tài) meaning ""very, extreme"" or other characters pronounced in a similar way."
TAICHI,TAICHI,['m'],['Japanese'],"From Japanese 太(ta) meaning ""thick, big"" and 一(ichi) meaning ""one"", in addition to other combinations of kanji which are pronounced the same way."
TAIDE,TAIDE,['f'],['Italian (Rare)'],Italian form of THAÏS.
TAIKA,TAIKA,['f'],['Finnish (Rare)'],"Means ""magic, spell"" in Finnish."
TAIKI,TAIKI,['m'],['Japanese'],"From Japanese 大(tai) meaning ""big, great"" and 輝(ki) meaning ""brightness"" or 樹(ki) meaning ""tree"". Other kanji combinations are possible."
TAIMI,TAIMI,['f'],['Finnish'],"Means ""sapling, young tree"" in Finnish."
TAINA,TAINA,['f'],['Finnish'],Finnish short form of TATIANA.
TAISIYA,TAISIYA,['f'],['Russian'],Possibly a Russian form of THAÏS.
TAISTO,TAISTO,['m'],['Finnish'],"Means ""battle"" in Finnish."
TAJ,TAJ,['m'],['Arabic'],"Means ""crown"" in Arabic."
TAJANA,TAJANA,['f'],"['Croatian', 'Serbian']","Derived from Croatian and Serbian tajiti ""to keep secret""."
TAJEDDIGT,TAJEDDIGT,['f'],"['Northern African', 'Berber']","Means ""flower"" in Tamazight."
TAJUANA,TAJUANA,['f'],['African American (Rare)'],Combination of the prefix Ta with the name JUANA.
TAKAHIRO,TAKAHIRO,['m'],['Japanese'],"From Japanese 貴(taka) meaning ""valuable"" or 孝(taka) meaning ""filial piety"" combined with 大(hiro) meaning ""big, great"" or 浩(hiro) meaning ""prosperous"". Other kanji combinations are possible."
TAKAKO,TAKAKO,['f'],['Japanese'],"From Japanese 孝(taka) meaning ""filial piety"" and 子(ko) meaning ""child"", as well as other combinations of kanji characters."
TAKARA,TAKARA,"['m', 'f']",['Japanese'],"From Japanese 宝(takara) meaning ""treasure, jewel"", as well as other kanji or kanji combinations with the same pronunciation."
TAKASHI,TAKASHI,['m'],['Japanese'],"From Japanese 孝(takashi) meaning ""filial piety"", 隆(takashi) meaning ""noble, prosperous"" or 崇(takashi) meaning ""esteem, honour, venerate"", as well as other kanji or kanji combinations which result in the same pronunciation."
TAKEHIKO,TAKEHIKO,['m'],['Japanese'],"From Japanese 武(take) meaning ""military, martial"" or 竹(take) meaning ""bamboo"" combined with 彦(hiko) meaning ""boy, prince"". Other kanji combinations are also possible."
TAKESHI,TAKESHI,['m'],['Japanese'],"From Japanese 武(takeshi) meaning ""military, martial"" or other kanji having the same reading."
TAKHMA URUPI,TAKHMA URUPI,['m'],['Persian Mythology'],Avestan form of TAHMURAS.
TAKHMASPA,TAKHMASPA,['m'],['Ancient Persian'],Avestan form of TAHMASP.
TAKIS,TAKIS,['m'],['Greek'],Short form of PANAGIOTAKIS.
TAKONDWA,TAKONDWA,"['m', 'f']","['Southern African', 'Chewa']","Means ""we are glad"" in Chewa."
TAKOUHI,TAKOUHI,['f'],['Armenian'],Variant transcription of TAGUHI.
TAKUMA,TAKUMA,['m'],['Japanese'],"From Japanese 拓(taku) meaning ""expand, open, support"" and 真(ma) meaning ""real, genuine"". Other kanji combinations are possible."
TAKUMI,TAKUMI,['m'],['Japanese'],"From Japanese 匠(takumi) meaning ""artisan"" or 巧(takumi) meaning ""skillful"". It can also come from 拓(taku) meaning ""expand, open, support"" combined with 海(mi) meaning ""sea, ocean"" or 実(mi) meaning ""fruit, good result, truth"". This name can also be formed of other kanji combinations."
TAKUYA,TAKUYA,['m'],['Japanese'],"From Japanese 拓(taku) meaning ""expand, open, support"" combined with 也(ya) meaning ""also"" or 哉(ya), an exclamation. This name can be formed with other kanji combinations as well."
TAL,TAL,"['m', 'f']",['Hebrew'],"Derived from Hebrew טַל(tal) meaning ""dew""."
TAL'AT,TAL'AT,['m'],['Arabic'],"Possiby means ""face, sight"" in Arabic."
TALAAT,TALAAT,['m'],['Arabic'],Variant transcription of TAL'AT.
TALAKO,TALAKO,['m'],"['Native American', 'Choctaw']","Means ""eagle"" in Choctaw."
TALBOT,TALBOT,['m'],['English (Rare)'],"From a surname which was perhaps derived from a Germanic given name composed of the elements tal ""to destroy"" and bod ""message""."
TALFRYN,TALFRYN,['m'],['Welsh'],"From a Welsh place name meaning ""high hill"", derived from Welsh tal ""high"" and bryn ""hill""."
TALGAT,TALGAT,['m'],"['Kazakh', 'Tatar']",Kazakh and Tatar form of TAL'AT.
TALI,TALI,['f'],['Hebrew'],Diminutive of TAL.
TALIA  (1),TALIA  (1),['f'],['Hebrew'],Variant transcription of TALYA.
TALIA  (2),TALIA  (2),['f'],['English (Australian)'],"From the name of a town in South Australia, perhaps meaning ""near water"" in an Australian Aboriginal language."
TALIB,TALIB,['m'],['Arabic'],"Means ""seeker of knowledge, student"" in Arabic. Abu Talib was an uncle of Muhammad who raised him after his parents and grandparents died. His name was in fact a kunya (a nickname) formed using Abu; his real name may have been Imran."
TALIBA,TALIBA,['f'],['Arabic'],Feminine form of TALIB.
TALIESIN,TALIESIN,['m'],"['Welsh', 'Arthurian Romance']","Means ""shining brow"", derived from Welsh tal ""brow"" and iesin ""shining"". This was the name of a 6th-century Welsh poet and bard. In later Welsh legends he is portrayed as a wizard and prophet, or as a companion of King Arthur."
TALIN,TALIN,['f'],['Armenian'],From the name of an Armenian town (meaning unknown) which is home to a famous 7th-century cathedral.
TALINE,TALINE,['f'],['Armenian'],Variant transcription of TALIN.
TALISHA,TALISHA,['f'],['African American (Rare)'],Combination of the popular name prefix Ta and LISHA.
TALITA,TALITA,['f'],['Portuguese (Brazilian)'],"Portuguese form of TALITHA, popular in Brazil."
TALITHA,TALITHA,['f'],['Biblical'],"Means ""little girl"" in Aramaic. The name is taken from the phrase talitha cumi meaning ""little girl arise"" spoken by Jesus in order to restore a young girl to life (see Mark 5:41)."
TALLAK,TALLAK,['m'],['Norwegian'],Variant of TOLLAK.
TALLULAH,TALLULAH,['f'],['English (Rare)'],"Popularly claimed to mean ""leaping waters"" in the Choctaw language, it may actually mean ""town"" in the Creek language. This is the name of waterfalls in Georgia. It was borne by American actress Tallulah Bankhead (1902-1968), who was named after her grandmother, who may have been named after the waterfalls."
TALMAI,TALMAI,['m'],"['Biblical', 'Biblical Hebrew']","Means ""furrowed"" in Hebrew. In the Old Testament this name is borne by both a giant and also the father of King David's wife Maacah."
TALON,TALON,['m'],['English (Modern)'],"From the English meaning ""talon, claw"", ultimately derived (via Norman French) from Latin talus ""anklebone""."
TALULLA,TALULLA,['f'],['Irish'],"From the Gaelic name Tuilelaith, which was derived from Irish tuile ""abundance"" and flaith ""princess""."
TALYA,TALYA,['f'],['Hebrew'],"Means ""dew from God"" in Hebrew."
TALÂT,TALÂT,['m'],['Turkish'],Turkish form of TAL'AT.
TALİP,TALİP,['m'],['Turkish'],Turkish form of TALIB.
TAM  (1),TAM  (1),['m'],['Scottish'],Scottish short form of THOMAS.
TAM  (2),TAM  (2),"['m', 'f']",['Hebrew'],"Means ""honest, innocent"" in Hebrew."
TAMA,TAMA,['m'],['Maori'],"Means ""son, boy"" in Maori."
TAMANDANI,TAMANDANI,"['m', 'f']","['Southern African', 'Chewa']","Means ""we have exalted"" in Chewa."
TAMANNA,TAMANNA,['m'],"['Indian', 'Hindi', 'Bengali']","Means ""wish, desire"" in Hindi, ultimately from Persian تمنّا(tamanna)."
TAMAR,TAMAR,['f'],"['Hebrew', 'Georgian', 'Biblical', 'Biblical Hebrew']","Means ""date palm"" in Hebrew. According to the Old Testament Tamar was the daughter-in-law of Judah and later his wife. This was also the name of a daughter of King David. She was raped by her half-brother Amnon, leading to his murder by her brother Absalom. The name was borne by a 12th-century ruling queen of Georgia who presided over the kingdom at the peak of its power."
TAMARA,TAMARA,['f'],"['Russian', 'Ukrainian', 'Czech', 'Slovak', 'Polish', 'Slovene', 'Croatian', 'Serbian', 'Macedonian', 'Hungarian', 'English', 'Dutch', 'Spanish', 'Italian']","Russian form of TAMAR. Russian performers such as Tamara Karsavina (1885-1978), Tamara Drasin (1905-1943), Tamara Geva (1907-1997) and Tamara Toumanova (1919-1996) introduced it to the English-speaking world. It was also borne by the Polish cubist painter Tamara de Lempicka (1898-1980)."
TAMARI,TAMARI,['f'],['Georgian'],Georgian variant of TAMAR.
TAMATI,TAMATI,['m'],['Maori'],Maori form of THOMAS.
TAMATOA,TAMATOA,['m'],['Tahitian'],"From Tahitian tama ""child"" and toa ""warrior""."
TAMAYA,TAMAYA,['f'],"['Native American', 'Quechua']","Means ""in the center"" in Quechua."
TAMAZ,TAMAZ,['m'],['Georgian'],Georgian form of TAHMASP.
TAMAZI,TAMAZI,['m'],['Georgian'],Georgian form of TAHMASP.
TAMEKA,TAMEKA,['f'],['English'],Variant of TAMIKA.
TAMELA,TAMELA,['f'],['English'],Probably a combination of TAMARA and PAMELA. It first arose in the 1950s.
TAMERA,TAMERA,['f'],['English'],Variant of TAMARA.
TAMERLANE,TAMERLANE,['m'],['History'],Westernized form of Timur i Leng (see TIMUR).
TAMI,TAMI,['f'],['English'],Variant of TAMMY.
TAMIA,TAMIA,['f'],['English (Modern)'],"Elaborated form of the popular name syllable Tam, from names such as TAMARA or TAMIKA. It was popularized by Canadian singer Tamia Hill (1975-), who is known simply as Tamia."
TAMID,TAMID,['m'],['Arabic'],Short form of MU'TAMID.
TAMIKA,TAMIKA,['f'],['English'],"Variant of TAMIKO, inspired by the American jazz singer Tamiko Jones (1945-) or the American movie 'A Girl Named Tamiko' (1963)."
TAMIKO,TAMIKO,['f'],['Japanese'],"From Japanese 多(ta) meaning ""many"", 美(mi) meaning ""beautiful"" and 子(ko) meaning ""child"". Other kanji combinations are also possible."
TAMIR,TAMIR,['m'],['Hebrew'],"Means ""tall"" in Hebrew."
TAMMARA,TAMMARA,['f'],['English (Rare)'],Variant of TAMARA.
TAMMARO,TAMMARO,['m'],['Italian'],"Italian form of the Germanic name Thancmar, which was composed of the elements thank ""thought"" and mari ""famous""."
TAMMI,TAMMI,['f'],['English'],Variant of TAMMY.
TAMMIE,TAMMIE,['f'],['English'],Variant of TAMMY.
TAMMY,TAMMY,['f'],['English'],Short form of TAMARA and other names beginning with Tam.
TAMRA,TAMRA,['f'],['English'],Contracted form of TAMARA.
TAMRAT,TAMRAT,['m'],"['Eastern African', 'Amharic']","Means ""miracle"" in Amharic."
TAMSEN,TAMSEN,['f'],['English (Rare)'],Variant of TAMSIN.
TAMSIN,TAMSIN,['f'],['English (British)'],Contracted form of THOMASINA. It was traditionally used in Cornwall.
TAMSYN,TAMSYN,['f'],['English (British)'],Variant of TAMSIN.
TAMZEN,TAMZEN,['f'],['English (Rare)'],Variant of TAMSIN.
TAMÁS,TAMÁS,['m'],['Hungarian'],Hungarian form of THOMAS.
TANCRED,TANCRED,['m'],['Old Norman'],"Norman form of a Germanic name meaning ""thought and counsel"", derived from the elements thank ""thought"" and rad ""counsel"". This was the name of a leader of the First Crusade, described by Torquato Tasso in his epic poem 'Jerusalem Delivered' (1580)."
TANCREDI,TANCREDI,['m'],['Italian'],Italian form of TANCRED. Gioachino Rossini used this name in his opera 'Tancredi' (1813).
TANCREDO,TANCREDO,['m'],['Spanish'],Spanish form of TANCRED.
TANE,TANE,['m'],"['Maori', 'Polynesian Mythology']","Means ""man"" in Maori. In Maori and other Polynesian mythology Tane was the god of forests and light. He was the son of the sky god Rangi and the earth goddess Papa, who were locked in an embrace and finally separated by their son. He created the tui bird and, by some accounts, man."
TANEKA,TANEKA,['f'],['African American (Rare)'],Variant of TANIKA.
TANELI,TANELI,['m'],['Finnish'],Finnish form of DANIEL.
TANER,TANER,['m'],['Turkish'],"Means ""born at dawn"" in Turkish."
TANESHA,TANESHA,['f'],['African American'],Variant of TANISHA.
TANGAROA,TANGAROA,['m'],['Polynesian Mythology'],"Meaning unknown. In Polynesian mythology he was the god of the sea, the son of Rangi and Papa. He separated his parents' embrace, creating the earth and the sky."
TANIA,TANIA,['f'],"['English', 'Italian']",Variant of TANYA.
TANIEL,TANIEL,['m'],['Armenian'],Western Armenian transcription of DANIEL.
TANIKA,TANIKA,['f'],['African American'],"Invented name, probably modeled on TAMIKA and influenced by TANYA."
TANIQUA,TANIQUA,['f'],['African American (Rare)'],Combination of the popular name element Tan (from names such as TANYA) and the common name suffix qua.
TANIS,TANIS,['f'],['Near Eastern Mythology (Hellenized)'],Greek form of TANITH.
TANISHA,TANISHA,['f'],['African American'],Combination of the popular name element Tan (from names such as TANYA) and the common name suffix sha.
TANIT,TANIT,['f'],['Near Eastern Mythology'],Variant of TANITH.
TANITH,TANITH,['f'],['Near Eastern Mythology'],"Derived from Semitic roots meaning ""serpent lady"". This was the name of the Phoenician goddess of love, fertility, the moon and the stars."
TANJA,TANJA,['f'],"['German', 'Finnish', 'Serbian', 'Croatian', 'Slovene', 'Macedonian', 'Danish', 'Swedish', 'Norwegian']",Variant of TANYA.
TANNER,TANNER,['m'],['English'],"From an English surname meaning ""one who tans hides""."
TANSY,TANSY,['f'],['English (Rare)'],"From the name of the flower, which is derived via Old French from Late Latin tanacita."
TANU,TANU,['f'],"['Indian', 'Hindi']","Means ""slender"" in Sanskrit."
TANVI,TANVI,['f'],"['Indian', 'Hindi', 'Marathi']","Means ""slender woman"" in Sanskrit."
TANYA,TANYA,['f'],"['Russian', 'English']",Russian diminutive of TATIANA. It began to be used in the English-speaking world during the 1930s.
TANZI,TANZI,['f'],['English (Rare)'],Variant of TANSY.
TAO,TAO,['m'],['Chinese'],"From Chinese 涛(tāo) meaning ""large waves"", as well as other characters with a similar pronunciation."
TAONGA,TAONGA,"['f', 'm']","['Southern African', 'Tumbuka']","Means ""we are thankful"" in Tumbuka."
TAPANI,TAPANI,['m'],['Finnish'],Finnish form of STEPHEN.
TAPIO,TAPIO,['m'],"['Finnish', 'Finnish Mythology']","Meaning unknown. Tapio was the Finnish god of forests, animals, and hunting."
TAPIWA,TAPIWA,['f'],"['Southern African', 'Shona']","Means ""given"" in Shona."
TARA  (1),TARA  (1),['f'],['English'],"Anglicized form of the Irish place name Teamhair, which possibly means ""elevated place"" in Gaelic. This was the name of the sacred hill near Dublin where the Irish high kings resided. It was popularized as a given name by the novel 'Gone with the Wind' (1936) and the subsequent movie adaptation (1939), in which it is the name of the O'Hara plantation."
TARA  (2),TARA  (2),['f'],"['Hinduism', 'Indian', 'Hindi', 'Nepali']","Means ""star"" in Sanskrit. Tara is the name of a Hindu astral goddess, the wife of Brhaspati. She was abducted by Soma, a god of the moon, leading to a great war that was only ended when Brahma intervened and released her. This is also the name of a Buddhist deity (a female Buddha)."
TARAH,TARAH,['f'],['English (Modern)'],Variant of TARA(1).
TARANA,TARANA,['f'],['Azerbaijani'],Variant transcription of TƏRANƏ.
TARANIS,TARANIS,['m'],['Celtic Mythology'],"Derived from Celtic taran meaning ""thunder"", cognate with Þórr (see THOR). This was the name of the Gaulish thunder god, who was often identified with the Roman god Jupiter."
TARAS,TARAS,['m'],"['Ukrainian', 'Russian']","Ukrainian and Russian form of the Greek name Ταρασιος(Tarasios), which possibly means ""from Taras"". Taras was an Italian city, now called Taranto, which was founded by Greek colonists in the 8th century BC and was named for the Greek mythological figure Taras, a son of Poseidon. Saint Tarasios was an 8th-century bishop of Constantinople. It was also borne by the Ukrainian writer and artist Taras Shevchenko (1814-1861)."
TARASIOS,TARASIOS,['m'],['Late Greek'],Greek form of TARAS.
TARBEN,TARBEN,['m'],['Danish'],Danish form of TORBJÖRN.
TAREK,TAREK,['m'],['Arabic'],Variant transcription of TARIQ.
TARIK,TARIK,['m'],"['Bosnian', 'Arabic']",Bosnian form of TARIQ. It is also a variant transcription of the Arabic name.
TARIKU,TARIKU,['m'],"['Eastern African', 'Amharic']","Means ""history, story"" in Amharic."
TARINA,TARINA,['f'],['English (Rare)'],Perhaps an elaborated form of TARA(1).
TARIQ,TARIQ,['m'],['Arabic'],"Means ""he who knocks at the door"" in Arabic. This is the Arabic name of the morning star. Tariq ibn Ziyad was the Islamic general who conquered Spain for the Umayyad Caliphate in the 8th century."
TARIRO,TARIRO,['f'],"['Southern African', 'Shona']","Means ""hope"" in Shona."
TARJA,TARJA,['f'],['Finnish'],Finnish form of DARIA.
TARMO,TARMO,['m'],"['Estonian', 'Finnish']","Means ""vigour, energy, drive"" in Estonian and Finnish."
TARO,TARO,['m'],['Japanese'],Variant transcription of TAROU.
TAROU,TAROU,['m'],['Japanese'],"From Japanese 太(ta) meaning ""thick, big"" and 郎(rou) meaning ""son"". Other kanji combinations are possible."
TARQUIN,TARQUIN,['m'],['History'],"From the Roman name Tarquinius which is of unknown meaning, possibly Etruscan in origin. This was the name of two early kings of Rome."
TARQUINIUS,TARQUINIUS,['m'],['Ancient Roman'],Latin form of TARQUIN.
TARU,TARU,['f'],['Finnish'],"Means ""legend, myth"" in Finnish. It is also used as a diminutive of TARJA."
TARYN,TARYN,['f'],['English'],Probably a feminine form of TYRONE. Actors Tyrone Power and Linda Christian created it for their daughter Taryn Power (1953-).
TASE,TASE,['m'],"['Bulgarian', 'Macedonian']",Diminutive of ATANAS.
